system_code,location_code,location_name,system_code2,Managed_By_Name,Location_Type_Description,Location_Category_Description,Grades_Text,Grades_Final_Text,Open_Date,Status_Descriptions,Primary_Building_Code,Primary_Address_Line_1,City,State_Code,Zip,Borough_Block_Lot,Census_Tract,Community_District,Council_District,NTA,NTA_Name,Principal_Name,Principal_Title,Principal_Email,Principal_Phone_Number,Fax_Number,Geographical_District_Code,Administrative_District_Code,Superintendent_District_Name,Superintendent,Superintendent_Email,Superintendent_Location,tier_3_support_location_code,tier_2_support_location_code,longitude,latitude,Column3
10X003,X003,P.S. 3 Raul Julia Micro Society,321000010003,DOE,General Academic,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","PK,0K,01,02,03,04,05,06,07,08",Jul  1 1995,Open,X003,2100 LAFONTAINE AVENUE,BRONX,NY,10457,2030620043,37504,206,15,BX17,East Tremont,DENISE BROWN,Principal,DBrown55@schools.nyc.gov,718-584-1899,718-584-3590,10,10,COMMUNITY SCHOOL DISTRICT 10,Roberto Hernandez,RHernandez@schools.nyc.gov,X810,XFSC,XR04,-73.89163,40.850131,
10X007,X007,Milton Fein School,321000010007,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Jul  1 1929,Open,X007,3201 KINGSBRIDGE AVENUE,BRONX,NY,10463,2057560195,28700,208,11,BX29,Spuyten Duyvil-Kingsbridge,MIOSOTIS RAMOS,Principal,MRamos18@schools.nyc.gov,718-796-8695,718-796-7204,10,10,COMMUNITY SCHOOL DISTRICT 10,Roberto Hernandez,RHernandez@schools.nyc.gov,X810,XFSC,XR04,-73.905697,40.881562,
10X008,X008,P.S. 008 Isaac Varian,321000010008,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Jul  1 1958,Open,X008,3010 BRIGGS AVENUE,BRONX,NY,10458,2032990060,41500,207,11,BX05,Bedford Park-Fordham North,CLAUDIA TAHIRAJ-SADRIJA,Principal,CTahirajSadrija@schools.nyc.gov,718-584-3043,718-584-7376,10,10,COMMUNITY SCHOOL DISTRICT 10,Roberto Hernandez,RHernandez@schools.nyc.gov,X810,XFSC,XR03,-73.883339,40.872259,
10X009,X009,P.S. 9 Ryer Avenue Elementary School,321000010009,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul  1 1938,Open,X009,230 EAST 183 STREET,BRONX,NY,10458,2031500010,38301,205,15,BX40,Fordham South,Berna Sifonte,Principal,BSifonte@schools.nyc.gov,718-584-3291,718-584-7579,10,10,COMMUNITY SCHOOL DISTRICT 10,Roberto Hernandez,RHernandez@schools.nyc.gov,X810,XFSC,XR03,-73.898821,40.85644,
10X015,X015,P.S. X015 Institute for Environmental Learning,321000010015,DOE,General Academic,K-8,"0K,01,02,03,04,05,06,07,08,SE","0K,01,02,03,04,05,06,07,08",Jul  1 1995,Open,X015,2195 ANDREWS AVENUE,BRONX,NY,10453,2032240009,25500,207,14,BX30,Kingsbridge Heights,Sarah Sosbe,Principal,SSosbe@schools.nyc.gov,718-563-0473,718-563-1568,10,10,COMMUNITY SCHOOL DISTRICT 10,Roberto Hernandez,RHernandez@schools.nyc.gov,X810,XFSC,XR04,-73.909763,40.859243,
10X020,X020,"PS/MS 20 P.O.George J. Werdann, III",321000010020,DOE,General Academic,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","PK,0K,01,02,03,04,05,06,07,08",Jul  1 1996,Open,X020,3050 WEBSTER AVENUE,BRONX,NY,10467,2033300001,42500,207,11,BX43,Norwood,Michael Pontebbi,I.A. Principal,MPontebbi2@schools.nyc.gov,718-515-9370,718-515-9378,10,10,COMMUNITY SCHOOL DISTRICT 10,Roberto Hernandez,RHernandez@schools.nyc.gov,X810,XFSC,XR04,-73.878731,40.869482,
10X023,X023,P.S. 023 The New Children's School,321000010023,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul  1 1991,Open,X023,2151 WASHINGTON AVENUE,BRONX,NY,10457,2030370079,39500,206,15,BX01,Claremont-Bathgate,SHIRLEY TORRES,Principal,STorres3@schools.nyc.gov,718-584-3992,718-584-7252,10,10,COMMUNITY SCHOOL DISTRICT 10,Roberto Hernandez,RHernandez@schools.nyc.gov,X810,XFSC,XR03,-73.894951,40.853294,
10X024,X024,P.S. 024 Spuyten Duyvil,321000010024,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Jul  1 1953,Open,X024,660 WEST 236 STREET,BRONX,NY,10463,2059170140,30900,208,11,BX22,North Riverdale-Fieldston-Riverdale,Steven Schwartz,Principal,SSchwartz@schools.nyc.gov,718-796-8845,718-796-7243,10,10,COMMUNITY SCHOOL DISTRICT 10,Roberto Hernandez,RHernandez@schools.nyc.gov,X810,XFSC,XR04,-73.915114,40.886922,
10X032,X032,P.S. 032 Belmont,321000010032,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Jul  1 1899,Open,X032,690 EAST 183 STREET,BRONX,NY,10458,2030850001,39100,206,15,BX06,Belmont,Rebecca Lew,Principal,RLew2@schools.nyc.gov,718-584-3645,718-584-7927,10,10,COMMUNITY SCHOOL DISTRICT 10,Roberto Hernandez,RHernandez@schools.nyc.gov,X810,XFSC,XR04,-73.88622,40.851724,
10X033,X033,P.S. 033 Timothy Dwight,321000010033,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul  1 1899,Open,X033,2424 JEROME AVENUE,BRONX,NY,10468,2031880020,23900,205,14,BX40,Fordham South,LYNETTE SANTOS,Principal,LSantos4@schools.nyc.gov,929-458-3868,718-584-7004,10,10,COMMUNITY SCHOOL DISTRICT 10,Roberto Hernandez,RHernandez@schools.nyc.gov,X810,XFSC,XR04,-73.901268,40.861698,
10X037,X037,P.S. X037 - Multiple Intelligence School,321000010037,DOE,General Academic,K-8,"0K,01,02,03,04,05,06,07,08,SE","0K,01,02,03,04,05,06,07,08",Jul  1 1994,Open,X037,360 WEST 230 STREET,BRONX,NY,10463,2057160725,29302,208,11,BX29,Spuyten Duyvil-Kingsbridge,Susana Boyko,Principal,SBoyko3@schools.nyc.gov,718-796-0360,718-796-0054,10,10,COMMUNITY SCHOOL DISTRICT 10,Roberto Hernandez,RHernandez@schools.nyc.gov,X810,XFSC,XR03,-73.913694,40.877935,
10X045,X045,Thomas C. Giordano Middle School 45,321000010045,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul  1 1912,Open,X045,2502 LORILLARD PLACE,BRONX,NY,10458,2030670001,38700,206,15,BX06,Belmont,Doreen Kendall,I.A. Principal,DKendall@schools.nyc.gov,718-584-1660,718-584-7968,10,10,COMMUNITY SCHOOL DISTRICT 10,Roberto Hernandez,RHernandez@schools.nyc.gov,X810,XFSC,XR03,-73.887026,40.858389,
10X046,X046,P.S. 046 Edgar Allan Poe,321000010046,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Jul  1 1911,Open,X046,2760 BRIGGS AVENUE,BRONX,NY,10458,2032950001,40501,207,15,BX05,Bedford Park-Fordham North,JENNIFER ALEXANDER ADE,Principal,jalexan@schools.nyc.gov,718-584-4450,718-584-7402,10,10,COMMUNITY SCHOOL DISTRICT 10,Roberto Hernandez,RHernandez@schools.nyc.gov,X810,XFSC,XR04,-73.890402,40.867169,
10X051,X051,The Bronx STEM and Arts Academy,321000010051,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","0K,01,02,03,04,05",May  5 1992,Open,X781,695 East 182 Street,Bronx,NY,10457,2030840001,39100,206,15,BX06,Belmont,Min Hong,Principal,MHong@schools.nyc.gov,718-733-0347,718-733-5142,10,10,COMMUNITY SCHOOL DISTRICT 10,Roberto Hernandez,RHernandez@schools.nyc.gov,X810,XFSC,XR03,-73.886997,40.850674,
10X054,X054,P.S./I.S. 54,321000010054,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul  1 1999,Open,X054,2703 WEBSTER AVENUE,BRONX,NY,10458,2032780014,40502,207,15,BX05,Bedford Park-Fordham North,Indhira Ventura,Principal,iventur@schools.nyc.gov,718-584-4203,718-584-4326,10,10,COMMUNITY SCHOOL DISTRICT 10,Roberto Hernandez,RHernandez@schools.nyc.gov,X810,XFSC,XR03,-73.88794,40.864872,
10X056,X056,P.S. 056 Norwood Heights,321000010056,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Jul  1 1915,Open,X056,341 EAST 207 STREET,BRONX,NY,10467,2033510001,42902,207,11,BX43,Norwood,M Oneill,Principal,MByrneONeil@schools.nyc.gov,718-920-1100,718-920-1105,10,10,COMMUNITY SCHOOL DISTRICT 10,Roberto Hernandez,RHernandez@schools.nyc.gov,X810,XFSC,XR03,-73.874912,40.875481,
10X059,X059,P.S. 059 The Community School of Technology,321000010059,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul  1 1921,Open,X059,2185 BATHGATE AVENUE,BRONX,NY,10457,2030490037,39500,206,15,BX01,Claremont-Bathgate,Sita Basu,Principal,sbasu@schools.nyc.gov,718-584-4730,718-584-7518,10,10,COMMUNITY SCHOOL DISTRICT 10,Roberto Hernandez,RHernandez@schools.nyc.gov,X810,XFSC,XR04,-73.893639,40.853141,
10X077,X077,Bedford Park Elementary School,321000010077,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Jul  1 2014,Open,X177,3177 WEBSTER AVENUE,BRONX,NY,10467,2033530040,42500,207,11,BX43,Norwood,CAROLYN HEREDIA,Principal,CHeredi@schools.nyc.gov,718-696-6400,718-696-6405,10,10,COMMUNITY SCHOOL DISTRICT 10,Roberto Hernandez,RHernandez@schools.nyc.gov,X810,XFSC,XR03,-73.875375,40.872559,
10X080,X080,J.H.S. 080 The Mosholu Parkway,321000010080,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul  1 1925,Open,X080,149 EAST MOSHOLU PKWY N,BRONX,NY,10467,2033360035,41900,207,11,BX43,Norwood,Kenyatta Williams,I.A. Principal,KWilliams9@schools.nyc.gov,718-405-6300,718-405-6324,10,10,COMMUNITY SCHOOL DISTRICT 10,Roberto Hernandez,RHernandez@schools.nyc.gov,X810,XFSC,XR04,-73.881245,40.876819,
10X081,X081,P.S. 081 Robert J. Christen,321000010081,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Jul  1 1926,Open,X081,5550 RIVERDALE AVENUE,BRONX,NY,10471,2058501550,33700,208,11,BX22,North Riverdale-Fieldston-Riverdale,Anna Kirrane,Principal,AKirran@schools.nyc.gov,718-796-8965,718-796-7242,10,10,COMMUNITY SCHOOL DISTRICT 10,Roberto Hernandez,RHernandez@schools.nyc.gov,X810,XFSC,XR04,-73.904657,40.903275,
10X085,X085,P.S. 085 Great Expectations,321000010085,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Jul  1 1933,Open,X085,2400 MARION AVENUE,BRONX,NY,10458,2030240021,38302,205,15,BX40,Fordham South,Sara Medina,Principal,SMedina3@schools.nyc.gov,718-584-5275,718-584-7765,10,10,COMMUNITY SCHOOL DISTRICT 10,Roberto Hernandez,RHernandez@schools.nyc.gov,X810,XFSC,XR03,-73.894682,40.858689,
10X086,X086,P.S. 086 Kingsbridge Heights,321000010086,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,06,SE","PK,0K,01,02,03,04,05",Jul  1 1928,Open,X086,2756 RESERVOIR AVENUE,BRONX,NY,10468,2032470070,40900,207,11,BX28,Van Cortlandt Village,Fiona Tyson,Principal,FTyson@schools.nyc.gov,718-584-5585,718-584-7027,10,10,COMMUNITY SCHOOL DISTRICT 10,Roberto Hernandez,RHernandez@schools.nyc.gov,X810,XFSC,XR03,-73.897066,40.869061,
10X091,X091,P.S. 091 Bronx,321000010091,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Jul  1 1929,Open,X091,2200 Aqueduct Avenue,Bronx,NY,10453,2032080001,25100,205,14,BX36,University Heights-Morris Heights,Meridith Struhl Nasjlett,Principal,MStruhlNasjlett@schools.nyc.gov,718-584-5805,718-584-7495,10,10,COMMUNITY SCHOOL DISTRICT 10,Roberto Hernandez,RHernandez@schools.nyc.gov,X810,XFSC,XR03,-73.907494,40.858286,
10X094,X094,P.S. 094 Kings College School,321000010094,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Jul  1 1929,Open,X094,3530 KINGS COLLEGE PLACE,BRONX,NY,10467,2033560036,43100,207,11,BX43,Norwood,DIANA BAEZ,Principal,DBaez14@schools.nyc.gov,718-405-6345,718-405-6358,10,10,COMMUNITY SCHOOL DISTRICT 10,Roberto Hernandez,RHernandez@schools.nyc.gov,X810,XFSC,XR03,-73.875268,40.880661,
10X095,X095,P.S. 095 Sheila Mencher,321000010095,DOE,General Academic,K-8,"0K,01,02,03,04,05,06,07,08,SE","PK,0K,01,02,03,04,05,06,07,08",Jul  1 1933,Open,X095,3961 HILLMAN AVENUE,BRONX,NY,10463,2032520182,28100,208,11,BX28,Van Cortlandt Village,SERGE DAVIS,Principal,SDavis6@schools.nyc.gov,718-796-9200,718-796-7330,10,10,COMMUNITY SCHOOL DISTRICT 10,Roberto Hernandez,RHernandez@schools.nyc.gov,X810,XFSC,XR04,-73.891664,40.883049,
10X118,X118,J.H.S. 118 William W. Niles,321000010118,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul  1 1939,Open,X118,577 EAST 179 STREET,BRONX,NY,10457,2030690001,37504,206,15,BX17,East Tremont,Carmen Felix,Principal,CFelix2@schools.nyc.gov,718-584-2330,718-584-7763,10,10,COMMUNITY SCHOOL DISTRICT 10,Roberto Hernandez,RHernandez@schools.nyc.gov,X810,XFSC,XR03,-73.892482,40.848702,
10X141,X141,Riverdale / Kingsbridge Academy (Middle School / H,321000011141,DOE,General Academic,Secondary School,"06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12",Jul  1 1957,Open,X141,660 West 237 Street,Bronx,NY,10463,2059180376,30900,208,11,BX22,North Riverdale-Fieldston-Riverdale,LORI O MARA,Principal,LOmara@schools.nyc.gov,718-796-8516,718-796-8657,10,10,COMMUNITY SCHOOL DISTRICT 10,Roberto Hernandez,RHernandez@schools.nyc.gov,X810,XFSC,XR04,-73.914141,40.887407,
10X159,X159,P.S. 159 Luis Munoz Marin Biling,321000010159,DOE,General Academic,Elementary,"0K,01,02,03,04,05","0K,01,02,03,04,05",Feb 19 1992,Open,X159,2315 WASHINGTON AVENUE,BRONX,NY,10458,2030380065,38500,206,15,BX01,Claremont-Bathgate,MICHELLE MENDEZ,Principal,MMendez37@schools.nyc.gov,718-584-6140,718-584-7794,10,10,COMMUNITY SCHOOL DISTRICT 10,Roberto Hernandez,RHernandez@schools.nyc.gov,X810,XFSC,XR03,-73.893136,40.85568,
10X205,X205,P.S. 205 Fiorello LaGuardia,321000010205,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Jul  1 1976,Open,X205,2475 Southern Boulevard,Bronx,NY,10458,2031150021,39300,206,15,BX06,Belmont,Jenneth Santiago,I.A. Principal,JSantiago3@schools.nyc.gov,718-584-6390,718-584-7941,10,10,COMMUNITY SCHOOL DISTRICT 10,Roberto Hernandez,RHernandez@schools.nyc.gov,X810,XFSC,XR03,-73.881753,40.855759,
10X206,X206,I.S. 206 Ann Mersereau,321000010206,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","05,06,07,08",Jul  1 1980,Open,X206,2280 AQUEDUCT AVENUE,BRONX,NY,10468,2032090001,25300,207,14,BX30,Kingsbridge Heights,RAFAEL CABRAL,Principal,RCabral2@schools.nyc.gov,718-584-1570,718-584-7928,10,10,COMMUNITY SCHOOL DISTRICT 10,Roberto Hernandez,RHernandez@schools.nyc.gov,X810,XFSC,XR04,-73.906285,40.859534,
10X207,X207,P.S. 207,321000010207,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02",Mar  2 1988,Open,X819,3030 GODWIN TERRACE,BRONX,NY,10463,2057010105,28900,208,11,BX29,Spuyten Duyvil-Kingsbridge,TARA OBRIEN,I.A. Principal,TObrien2@schools.nyc.gov,718-796-9645,718-796-7206,10,10,COMMUNITY SCHOOL DISTRICT 10,Roberto Hernandez,RHernandez@schools.nyc.gov,X810,XFSC,XR04,-73.906197,40.878327,
10X209,X209,P.S. 209,321000010209,DOE,General Academic,Early Childhood,"PK,0K,01,02,SE","PK,0K,01,02",Jul  1 1993,Open,X209,313 East 183 Street,Bronx,NY,10458,2031460075,38301,205,15,BX40,Fordham South,ANN KEEGAN,Principal,AKeegan2@schools.nyc.gov,718-364-0085,718-364-9548,10,10,COMMUNITY SCHOOL DISTRICT 10,Roberto Hernandez,RHernandez@schools.nyc.gov,X810,XFSC,XR03,-73.897635,40.856834,
10X213,X213,Bronx Engineering and Technology Academy,321000011213,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Sep  8 2004,Open,X475,99 TERRACE VIEW AVENUE,BRONX,NY,10463,1022150080,30900,208,10,MN01,Marble Hill-Inwood,Mark House,Principal,MHouse@schools.nyc.gov,718-563-6678,718-817-7698,10,10,HS Network 07 Superintendent Office,NOAH ANGELES,NAngeles2@schools.nyc.gov,HS07,XFSC,XR12,-73.912686,40.877379,
10X225,X225,Theatre Arts Production Company School,321000010225,DOE,General Academic,Secondary School,"06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12",Jul  1 1999,Open,X137,2225 WEBSTER AVENUE,BRONX,NY,10457,2031430043,37900,205,15,BX41,Mount Hope,Ron Link,Principal,RLink2@schools.nyc.gov,718-584-0832,718-584-5102,10,10,HS Network 02 Superintendent Office,"DEANS, MARCEL",MDeans@schools.nyc.gov,HS02,XFSC,XR01,-73.897404,40.854257,
10X226,X226,P.S. 226,321000010226,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04",Jul  1 1999,Open,X826,1950 SEDGWICK AVENUE,BRONX,NY,10453,2032220100,24900,205,14,BX36,University Heights-Morris Heights,GLORIA DARDEN,Principal,GDarden@schools.nyc.gov,929-452-3090,929-452-3095,10,10,COMMUNITY SCHOOL DISTRICT 10,Roberto Hernandez,RHernandez@schools.nyc.gov,X810,XFSC,XR03,-73.916076,40.855822,
10X228,X228,Jonas Bronck Academy,321000010228,DOE,General Academic,Secondary School,"06,07,08,09,10,SE","06,07,08,09,10,11,12",Jul  1 2000,Open,X283,400 EAST FORDHAM ROAD,BRONX,NY,10458,2030337501,38302,206,15,BX40,Fordham South,Brenda Gonzalez,Principal,BGonzalez@schools.nyc.gov,718-365-2502,718-365-3892,10,10,COMMUNITY SCHOOL DISTRICT 10,Roberto Hernandez,RHernandez@schools.nyc.gov,X810,XFSC,XR04,-73.891562,40.860987,
10X237,X237,"The Marie Curie High School for Medicine, Nursing,",321000011237,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Sep  8 2004,Open,X143,120 WEST 231 STREET,BRONX,NY,10463,2032530141,27300,208,14,BX28,Van Cortlandt Village,PETA-GAYE WILLIAMS,Principal,PWallac@schools.nyc.gov,718-432-6491,718-796-7051,10,10,HS Network 02 Superintendent Office,"DEANS, MARCEL",MDeans@schools.nyc.gov,HS02,XFSC,XR01,-73.901565,40.875636,
10X243,X243,West Bronx Academy for the Future,321000011243,DOE,General Academic,Secondary School,"06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12",Sep  8 2004,Open,X435,500 EAST FORDHAM ROAD,BRONX,NY,10458,2030590001,38700,206,15,BX06,Belmont,WILPER MORALES,Principal,WMorale2@schools.nyc.gov,718-563-7139,718-563-7362,10,10,HS Network 07 Superintendent Office,NOAH ANGELES,NAngeles2@schools.nyc.gov,HS07,XFSC,XR12,-73.888625,40.859466,
10X244,X244,The New School for Leadership and Journalism,321000010244,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul  1 2005,Open,X143,120 WEST 231 STREET,BRONX,NY,10463,2032530141,27300,208,14,BX28,Van Cortlandt Village,Eduardo Mora,Principal,EMora2@schools.nyc.gov,718-601-2869,718-601-2867,10,10,COMMUNITY SCHOOL DISTRICT 10,Roberto Hernandez,RHernandez@schools.nyc.gov,X810,XFSC,XR04,-73.901565,40.875636,
10X246,X246,P.S. 246 Poe Center,321000010246,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05,06",Dec  6 1990,Open,X843,2641 Grand Concourse,Bronx,NY,10468,2031680027,40100,207,14,BX05,Bedford Park-Fordham North,Andrea Johnson,Principal,AJohnso21@schools.nyc.gov,718-584-6764,718-584-7005,10,10,COMMUNITY SCHOOL DISTRICT 10,Roberto Hernandez,RHernandez@schools.nyc.gov,X810,XFSC,XR03,-73.8953,40.865972,
10X254,X254,I.S. 254,321000010254,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul  1 1999,Open,X254,2452 WASHINGTON AVENUE,BRONX,NY,10458,2030580003,38700,206,15,BX06,Belmont,JAVIER OCAMPO,Principal,JOcampo@schools.nyc.gov,718-220-8700,718-220-4881,10,10,COMMUNITY SCHOOL DISTRICT 10,Roberto Hernandez,RHernandez@schools.nyc.gov,X810,XFSC,XR04,-73.889878,40.858721,
10X264,X264,Bronx Academy for Software Engineering (BASE),321000011264,DOE,Career Technical,High school,"09,10,11,12,SE","09,10,11,12",Jul  1 2013,Open,X660,2474 CROTONA AVENUE,BRONX,NY,10458,2031040007,39300,206,15,BX06,Belmont,Benjamin Grossman,I.A. Principal,BGrossman@schools.nyc.gov,718-733-6024,718-733-6429,10,10,HS Network 02 Superintendent Office,"DEANS, MARCEL",MDeans@schools.nyc.gov,HS02,XFSC,XR01,-73.882487,40.855392,
10X268,X268,Kingsbridge International High School,321000011268,DOE,General Academic,High school,"09,10,11,12","09,10,11,12",Jul  1 2005,Open,X430,2780 RESERVOIR AVENUE,BRONX,NY,10468,2032470070,40900,207,11,BX28,Van Cortlandt Village,Elisia Downing,Principal,EDowning@schools.nyc.gov,718-329-8580,718-329-8582,10,10,HS Network 03 Superintendent Office,"WALSH, FRED",FWalsh@schools.nyc.gov,HS03,MFSC,MR08,-73.897066,40.869061,
10X279,X279,"P.S. 279 Captain Manuel Rivera, Jr.",321000010279,DOE,General Academic,K-8,"0K,01,02,03,04,05,06,07,08,SE","0K,01,02,03,04,05,06,07,08",Jul  1 1992,Open,X279,2100 WALTON AVENUE,BRONX,NY,10453,2031780014,24100,205,14,BX41,Mount Hope,Jean Dalton Encke,Principal,JDalton2@schools.nyc.gov,718-584-6004,718-584-7220,10,10,COMMUNITY SCHOOL DISTRICT 10,Roberto Hernandez,RHernandez@schools.nyc.gov,X810,XFSC,XR03,-73.904958,40.854666,
10X280,X280,P.S./M.S. 280 Mosholu Parkway,321000010280,DOE,General Academic,K-8,"0K,01,02,03,04,05,06,07,08,SE","0K,01,02,03,04,05,06,07,08",Jun 10 1988,Open,X080,3202 STEUBEN AVENUE,BRONX,NY,10467,2033360035,41900,207,11,BX43,Norwood,JAMES WEEKS,Principal,JWeeks3@schools.nyc.gov,718-405-6360,718-405-6329,10,10,COMMUNITY SCHOOL DISTRICT 10,Roberto Hernandez,RHernandez@schools.nyc.gov,X810,XFSC,XR04,-73.881245,40.876819,
10X284,X284,Bronx School of Law and Finance,321000011284,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Sep  8 2004,Open,X475,99 TERRACE VIEW AVENUE,BRONX,NY,10463,1022150080,30900,208,10,MN01,Marble Hill-Inwood,Jessica Goring,Principal,JGoring@schools.nyc.gov,718-561-0113,718-561-0595,10,10,HS Network 07 Superintendent Office,NOAH ANGELES,NAngeles2@schools.nyc.gov,HS07,XFSC,XR12,-73.912686,40.877379,
10X291,X291,P.S. 291,321000010291,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04",Jul 18 1995,Open,X015,2195 ANDREWS AVENUE,BRONX,NY,10453,2032240009,25500,207,14,BX30,Kingsbridge Heights,Jennifer Rivera,Principal,JRivera46@schools.nyc.gov,718-563-0776,718-563-1499,10,10,COMMUNITY SCHOOL DISTRICT 10,Roberto Hernandez,RHernandez@schools.nyc.gov,X810,XFSC,XR04,-73.909763,40.859243,
10X306,X306,P.S. 306,321000010306,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Jul  1 1994,Open,X306,40 WEST TREMONT AVENUE,BRONX,NY,10453,2028620014,21700,205,14,BX36,University Heights-Morris Heights,DARRYL HARRINGTON,Principal,DHarrington3@schools.nyc.gov,718-583-5355,718-583-5885,10,10,COMMUNITY SCHOOL DISTRICT 10,Roberto Hernandez,RHernandez@schools.nyc.gov,X810,XFSC,XR03,-73.910827,40.850722,
10X308,X308,Bronx Dance Academy School,321000010308,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jun 30 2003,Open,X852,3617 BAINBRIDGE AVENUE,BRONX,NY,10467,2033290124,43100,207,11,BX43,Norwood,SANDRA SANCHEZ,Principal,SSanche3@schools.nyc.gov,718-515-0410,718-515-0345,10,10,COMMUNITY SCHOOL DISTRICT 10,Roberto Hernandez,RHernandez@schools.nyc.gov,X810,XFSC,XR04,-73.878051,40.885428,
10X310,X310,P.S. 310 Marble Hill,321000010310,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Sep 16 1996,Open,X122,260 W KINGSBRIDGE RD,BRONX,NY,10463,2032390041,26900,207,14,BX30,Kingsbridge Heights,Josephine Luces Louison,Principal,JLucesLouison@schools.nyc.gov,718-796-9434,718-796-9528,10,10,COMMUNITY SCHOOL DISTRICT 10,Roberto Hernandez,RHernandez@schools.nyc.gov,X810,XFSC,XR03,-73.905547,40.872477,
10X315,X315,P.S. 315 Lab School,321000010315,DOE,General Academic,K-8,"0K,01,02,03,04,05,06,07,08","0K,01,02,03,04,05,06,07,08",Apr 29 1997,Open,X779,2865 CLAFLIN AVENUE,BRONX,NY,10468,2032500073,26702,208,14,BX28,Van Cortlandt Village,Gaby Flores,Principal,GFlores22@schools.nyc.gov,929-237-7750,929-237-7752,10,10,COMMUNITY SCHOOL DISTRICT 10,Roberto Hernandez,RHernandez@schools.nyc.gov,X810,XFSC,XR04,-73.900068,40.873659,
10X319,X319,Providing Urban Learners Success In Education High,321000011319,DOE,Transfer School,High school,"09,10,11,12,SE","09,10,11,12",Sep  8 2004,Open,X211,560 East 179 Street,Bronx,NY,10457,2030610055,37504,206,15,BX17,East Tremont,CAROL WIGGINS,Principal,CWiggin3@schools.nyc.gov,718-294-0230,718-584-7809,10,10,HS Network 10 Superintendent Office,JOHN SULLIVAN,JSulliv3@schools.nyc.gov,HS10,ACES,AC01,-73.893744,40.848385,
10X331,X331,The Bronx School of Young Leaders,321000010331,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Sep  8 2004,Open,X306,40 WEST TREMONT AVENUE,BRONX,NY,10453,2028620014,21700,205,14,BX36,University Heights-Morris Heights,SERAPHA CRUZ,Principal,SCruz3@schools.nyc.gov,718-583-4146,718-583-4292,10,10,COMMUNITY SCHOOL DISTRICT 10,Roberto Hernandez,RHernandez@schools.nyc.gov,X810,XFSC,XR04,-73.910827,40.850722,
